<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;60;27/03/23;160000;172.5000000
GAZP;60;27/03/23;170000;172.0000000
GAZP;60;27/03/23;180000;171.9700000
GAZP;60;27/03/23;190000;172.3000000
GAZP;60;27/03/23;200000;172.4500000
GAZP;60;27/03/23;210000;172.9800000
GAZP;60;27/03/23;220000;172.4300000
GAZP;60;27/03/23;230000;172.1000000
GAZP;60;28/03/23;000000;172.3300000
GAZP;60;28/03/23;110000;170.6900000
GAZP;60;28/03/23;120000;169.2600000
GAZP;60;28/03/23;130000;170.2600000
GAZP;60;28/03/23;140000;170.2300000
GAZP;60;28/03/23;150000;170.2400000
GAZP;60;28/03/23;160000;170.2900000
GAZP;60;28/03/23;170000;171.1000000
GAZP;60;28/03/23;180000;171.0800000
GAZP;60;28/03/23;190000;170.7200000
GAZP;60;28/03/23;200000;170.5500000
GAZP;60;28/03/23;210000;170.6500000
GAZP;60;28/03/23;220000;170.6500000
GAZP;60;28/03/23;230000;170.8000000
GAZP;60;29/03/23;000000;171.0700000
GAZP;60;29/03/23;110000;170.5900000
GAZP;60;29/03/23;120000;170.7900000
GAZP;60;29/03/23;130000;170.5300000
GAZP;60;29/03/23;140000;171.2200000
GAZP;60;29/03/23;150000;171.4200000
GAZP;60;29/03/23;160000;172.1700000
GAZP;60;29/03/23;170000;171.3900000
GAZP;60;29/03/23;180000;170.8400000
GAZP;60;29/03/23;190000;170.6800000
GAZP;60;29/03/23;200000;170.9400000
GAZP;60;29/03/23;210000;170.8500000
GAZP;60;29/03/23;220000;171.1000000
GAZP;60;29/03/23;230000;170.9700000
GAZP;60;30/03/23;000000;170.9500000
GAZP;60;30/03/23;110000;171.1400000
GAZP;60;30/03/23;120000;170.5600000
GAZP;60;30/03/23;130000;170.8900000
GAZP;60;30/03/23;140000;170.7100000
GAZP;60;30/03/23;150000;171.4600000
GAZP;60;30/03/23;160000;171.4900000
GAZP;60;30/03/23;170000;171.4400000
GAZP;60;30/03/23;180000;171.5000000
GAZP;60;30/03/23;190000;171.2700000
GAZP;60;30/03/23;200000;171.3500000
GAZP;60;30/03/23;210000;171.4400000
GAZP;60;30/03/23;220000;171.4500000
GAZP;60;30/03/23;230000;171.4100000
GAZP;60;31/03/23;000000;171.7100000
GAZP;60;31/03/23;110000;170.7000000
GAZP;60;31/03/23;120000;171.0100000
GAZP;60;31/03/23;130000;168.9600000
GAZP;60;31/03/23;140000;168.8200000
GAZP;60;31/03/23;150000;169.0900000
GAZP;60;31/03/23;160000;169.0400000
GAZP;60;31/03/23;170000;169.2000000
GAZP;60;31/03/23;180000;169.4100000
GAZP;60;31/03/23;190000;169.7000000
GAZP;60;31/03/23;200000;169.9100000
GAZP;60;31/03/23;210000;169.7400000
GAZP;60;31/03/23;220000;169.9000000
GAZP;60;31/03/23;230000;169.8000000
GAZP;60;01/04/23;000000;169.8300000
GAZP;60;03/04/23;110000;170.6100000
GAZP;60;03/04/23;120000;170.2100000
GAZP;60;03/04/23;130000;169.7300000
GAZP;60;03/04/23;140000;169.5200000
GAZP;60;03/04/23;150000;169.9400000
GAZP;60;03/04/23;160000;170.5200000
GAZP;60;03/04/23;170000;170.4400000
GAZP;60;03/04/23;180000;170.1700000
GAZP;60;03/04/23;190000;169.7500000
GAZP;60;03/04/23;200000;170.1900000
GAZP;60;03/04/23;210000;170.0800000
GAZP;60;03/04/23;220000;170.2700000
GAZP;60;03/04/23;230000;170.2600000
GAZP;60;04/04/23;000000;170.3800000
GAZP;60;04/04/23;110000;175.0400000
GAZP;60;04/04/23;120000;174.6000000
GAZP;60;04/04/23;130000;174.0100000
GAZP;60;04/04/23;140000;174.2900000
GAZP;60;04/04/23;150000;175.0500000
GAZP;60;04/04/23;160000;174.3200000
GAZP;60;04/04/23;170000;173.3900000
GAZP;60;04/04/23;180000;172.2700000
GAZP;60;04/04/23;190000;171.1100000
GAZP;60;04/04/23;200000;172.2000000
GAZP;60;04/04/23;210000;172.2700000
GAZP;60;04/04/23;220000;172.0200000
GAZP;60;04/04/23;230000;172.4400000
GAZP;60;05/04/23;000000;172.5500000
GAZP;60;05/04/23;110000;173.7900000
GAZP;60;05/04/23;120000;172.8300000
GAZP;60;05/04/23;130000;173.1500000
GAZP;60;05/04/23;140000;173.1800000
GAZP;60;05/04/23;150000;173.2500000
GAZP;60;05/04/23;160000;173.0000000
GAZP;60;05/04/23;170000;173.0900000
GAZP;60;05/04/23;180000;173.2900000
GAZP;60;05/04/23;190000;173.1800000
GAZP;60;05/04/23;200000;173.3000000
GAZP;60;05/04/23;210000;173.7500000
GAZP;60;05/04/23;220000;173.7500000
GAZP;60;05/04/23;230000;173.7500000
GAZP;60;06/04/23;000000;173.8600000
GAZP;60;06/04/23;110000;174.4500000
GAZP;60;06/04/23;120000;173.2500000
GAZP;60;06/04/23;130000;173.7200000
GAZP;60;06/04/23;140000;173.4000000
GAZP;60;06/04/23;150000;173.1500000
GAZP;60;06/04/23;160000;172.7800000
GAZP;60;06/04/23;170000;172.6200000
GAZP;60;06/04/23;180000;172.6300000
GAZP;60;06/04/23;190000;172.0500000
GAZP;60;06/04/23;200000;172.2900000
GAZP;60;06/04/23;210000;172.4400000
GAZP;60;06/04/23;220000;172.5300000
GAZP;60;06/04/23;230000;172.3500000
GAZP;60;07/04/23;000000;171.6000000
GAZP;60;07/04/23;110000;172.1500000
GAZP;60;07/04/23;120000;172.3200000
GAZP;60;07/04/23;130000;172.4000000
GAZP;60;07/04/23;140000;172.7200000
GAZP;60;07/04/23;150000;172.2200000
GAZP;60;07/04/23;160000;171.9000000
GAZP;60;07/04/23;170000;172.3000000
GAZP;60;07/04/23;180000;172.5900000
GAZP;60;07/04/23;190000;172.3600000
GAZP;60;07/04/23;200000;172.3900000
GAZP;60;07/04/23;210000;172.6200000
GAZP;60;07/04/23;220000;172.4700000
GAZP;60;07/04/23;230000;172.6700000
GAZP;60;08/04/23;000000;173.0900000
GAZP;60;10/04/23;110000;174.2200000
GAZP;60;10/04/23;120000;174.1700000
GAZP;60;10/04/23;130000;173.5900000
GAZP;60;10/04/23;140000;173.9900000
GAZP;60;10/04/23;150000;174.0200000
GAZP;60;10/04/23;160000;173.7100000
GAZP;60;10/04/23;170000;174.2000000
GAZP;60;10/04/23;180000;174.2900000
GAZP;60;10/04/23;190000;174.3800000
GAZP;60;10/04/23;200000;174.4500000
GAZP;60;10/04/23;210000;174.8800000
GAZP;60;10/04/23;220000;174.7000000
GAZP;60;10/04/23;230000;175.0000000
GAZP;60;11/04/23;000000;174.5400000
GAZP;60;11/04/23;110000;177.5900000
GAZP;60;11/04/23;120000;178.9000000
GAZP;60;11/04/23;130000;179.8300000
GAZP;60;11/04/23;140000;181.3500000
GAZP;60;11/04/23;150000;180.7700000
GAZP;60;11/04/23;160000;180.3300000
GAZP;60;11/04/23;170000;177.2700000
GAZP;60;11/04/23;180000;177.8600000
GAZP;60;11/04/23;190000;176.3200000
GAZP;60;11/04/23;200000;177.1100000
GAZP;60;11/04/23;210000;176.7500000
GAZP;60;11/04/23;220000;177.3800000
GAZP;60;11/04/23;230000;177.0300000
GAZP;60;12/04/23;000000;177.1800000
GAZP;60;12/04/23;110000;177.1100000
GAZP;60;12/04/23;120000;176.7700000
GAZP;60;12/04/23;130000;177.1500000
GAZP;60;12/04/23;140000;177.5200000
GAZP;60;12/04/23;150000;178.7500000
GAZP;60;12/04/23;160000;178.8100000
GAZP;60;12/04/23;170000;178.1000000
GAZP;60;12/04/23;180000;178.4200000
GAZP;60;12/04/23;190000;177.9600000
GAZP;60;12/04/23;200000;178.6100000
GAZP;60;12/04/23;210000;178.3900000
GAZP;60;12/04/23;220000;178.3400000
GAZP;60;12/04/23;230000;178.5900000
GAZP;60;13/04/23;000000;178.7500000
GAZP;60;13/04/23;110000;177.9000000
GAZP;60;13/04/23;120000;178.0100000
GAZP;60;13/04/23;130000;178.3300000
GAZP;60;13/04/23;140000;177.8600000
GAZP;60;13/04/23;150000;178.4100000
GAZP;60;13/04/23;160000;179.2700000
GAZP;60;13/04/23;170000;178.6500000
GAZP;60;13/04/23;180000;178.4200000
GAZP;60;13/04/23;190000;178.9400000
GAZP;60;13/04/23;200000;178.8400000
GAZP;60;13/04/23;210000;178.7600000
GAZP;60;13/04/23;220000;178.9000000
GAZP;60;13/04/23;230000;178.9600000
GAZP;60;14/04/23;000000;178.7300000
GAZP;60;14/04/23;110000;177.9700000
GAZP;60;14/04/23;120000;177.9500000
GAZP;60;14/04/23;130000;177.9200000
GAZP;60;14/04/23;140000;177.9400000
GAZP;60;14/04/23;150000;177.8800000
GAZP;60;14/04/23;160000;178.3700000
GAZP;60;14/04/23;170000;178.2700000
GAZP;60;14/04/23;180000;178.3000000
GAZP;60;14/04/23;190000;178.5200000
GAZP;60;14/04/23;200000;178.6400000
GAZP;60;14/04/23;210000;179.0400000
GAZP;60;14/04/23;220000;179.4800000
GAZP;60;14/04/23;230000;179.4700000
GAZP;60;15/04/23;000000;179.5000000
GAZP;60;17/04/23;110000;181.0000000
GAZP;60;17/04/23;120000;181.1700000
GAZP;60;17/04/23;130000;180.3000000
GAZP;60;17/04/23;140000;180.7200000
GAZP;60;17/04/23;150000;180.9400000
GAZP;60;17/04/23;160000;180.7800000
GAZP;60;17/04/23;170000;180.6600000
GAZP;60;17/04/23;180000;181.1400000
GAZP;60;17/04/23;190000;181.5700000
GAZP;60;17/04/23;200000;181.6200000
GAZP;60;17/04/23;210000;181.9200000
GAZP;60;17/04/23;220000;181.8600000
GAZP;60;17/04/23;230000;182.0700000
GAZP;60;18/04/23;000000;181.9900000
GAZP;60;18/04/23;110000;183.1600000
GAZP;60;18/04/23;120000;183.9000000
GAZP;60;18/04/23;130000;182.3000000
GAZP;60;18/04/23;140000;182.9600000
GAZP;60;18/04/23;150000;183.1200000
GAZP;60;18/04/23;160000;182.9000000
GAZP;60;18/04/23;170000;183.2800000
GAZP;60;18/04/23;180000;184.1700000
GAZP;60;18/04/23;190000;184.0000000
GAZP;60;18/04/23;200000;183.9800000
GAZP;60;18/04/23;210000;184.0900000
GAZP;60;18/04/23;220000;183.9800000
GAZP;60;18/04/23;230000;184.0100000
GAZP;60;19/04/23;000000;184.3900000
GAZP;60;19/04/23;110000;184.4400000
GAZP;60;19/04/23;120000;184.4200000
GAZP;60;19/04/23;130000;184.2900000
GAZP;60;19/04/23;140000;184.1100000
GAZP;60;19/04/23;150000;183.9500000
GAZP;60;19/04/23;160000;181.7900000
GAZP;60;19/04/23;170000;181.0400000
GAZP;60;19/04/23;180000;182.1500000
GAZP;60;19/04/23;190000;182.2100000
GAZP;60;19/04/23;200000;182.4300000
GAZP;60;19/04/23;210000;182.3000000
GAZP;60;19/04/23;220000;182.0600000
GAZP;60;19/04/23;230000;181.5000000
GAZP;60;20/04/23;000000;182.0100000
GAZP;60;20/04/23;110000;181.0400000
GAZP;60;20/04/23;120000;179.3900000
GAZP;60;20/04/23;130000;180.0300000
GAZP;60;20/04/23;140000;180.0800000
GAZP;60;20/04/23;150000;181.2100000
GAZP;60;20/04/23;160000;180.9400000
GAZP;60;20/04/23;170000;181.3100000
GAZP;60;20/04/23;180000;182.5000000
GAZP;60;20/04/23;190000;182.2100000
GAZP;60;20/04/23;200000;181.9000000
GAZP;60;20/04/23;210000;182.1600000
GAZP;60;20/04/23;220000;181.7500000
GAZP;60;20/04/23;230000;181.7000000
GAZP;60;21/04/23;000000;181.7400000
GAZP;60;21/04/23;110000;181.5800000
GAZP;60;21/04/23;120000;182.1800000
GAZP;60;21/04/23;130000;182.1100000
GAZP;60;21/04/23;140000;181.9100000
GAZP;60;21/04/23;150000;181.8900000
GAZP;60;21/04/23;160000;181.8600000
GAZP;60;21/04/23;170000;181.8100000
GAZP;60;21/04/23;180000;182.2000000
GAZP;60;21/04/23;190000;182.3800000
GAZP;60;21/04/23;200000;182.2000000
GAZP;60;21/04/23;210000;181.9400000
GAZP;60;21/04/23;220000;182.0000000
GAZP;60;21/04/23;230000;181.8800000
GAZP;60;22/04/23;000000;181.7200000
GAZP;60;24/04/23;110000;182.7300000
GAZP;60;24/04/23;120000;183.1400000
GAZP;60;24/04/23;130000;183.0700000
GAZP;60;24/04/23;140000;182.6300000
GAZP;60;24/04/23;150000;182.5800000
GAZP;60;24/04/23;160000;182.5400000
GAZP;60;24/04/23;170000;181.6500000
GAZP;60;24/04/23;180000;181.8700000
GAZP;60;24/04/23;190000;181.5300000
GAZP;60;24/04/23;200000;181.8700000
GAZP;60;24/04/23;210000;181.8100000
GAZP;60;24/04/23;220000;182.0100000
GAZP;60;24/04/23;230000;182.0600000
GAZP;60;25/04/23;000000;181.5600000
GAZP;60;25/04/23;110000;179.9300000
GAZP;60;25/04/23;120000;180.5200000
GAZP;60;25/04/23;130000;179.9500000
GAZP;60;25/04/23;140000;179.6100000
GAZP;60;25/04/23;150000;179.3200000
GAZP;60;25/04/23;160000;179.6000000
GAZP;60;25/04/23;170000;179.7900000
GAZP;60;25/04/23;180000;179.5200000
GAZP;60;25/04/23;190000;179.7500000
GAZP;60;25/04/23;200000;179.3000000
GAZP;60;25/04/23;210000;178.5000000
GAZP;60;25/04/23;220000;178.7800000
GAZP;60;25/04/23;230000;178.4500000
GAZP;60;26/04/23;000000;178.9300000
GAZP;60;26/04/23;110000;178.7900000
GAZP;60;26/04/23;120000;179.6200000
GAZP;60;26/04/23;130000;179.2600000
GAZP;60;26/04/23;140000;179.0100000
GAZP;60;26/04/23;150000;178.2000000
GAZP;60;26/04/23;160000;179.0000000
GAZP;60;26/04/23;170000;178.6100000
GAZP;60;26/04/23;180000;178.3000000
GAZP;60;26/04/23;190000;178.5300000
GAZP;60;26/04/23;200000;178.7600000
GAZP;60;26/04/23;210000;178.6500000
GAZP;60;26/04/23;220000;178.5700000
GAZP;60;26/04/23;230000;178.1800000
GAZP;60;27/04/23;000000;178.3800000
GAZP;60;27/04/23;110000;179.1400000
GAZP;60;27/04/23;120000;179.1000000
GAZP;60;27/04/23;130000;179.0300000
GAZP;60;27/04/23;140000;178.7900000
GAZP;60;27/04/23;150000;178.8200000
GAZP;60;27/04/23;160000;178.8500000
GAZP;60;27/04/23;170000;179.0300000
GAZP;60;27/04/23;180000;180.5800000
GAZP;60;27/04/23;190000;183.0000000
GAZP;60;27/04/23;200000;183.4800000
GAZP;60;27/04/23;210000;183.5000000
GAZP;60;27/04/23;220000;183.3200000
GAZP;60;27/04/23;230000;183.5000000
GAZP;60;28/04/23;000000;183.9500000
GAZP;60;28/04/23;110000;183.1900000
GAZP;60;28/04/23;120000;181.9700000
GAZP;60;28/04/23;130000;182.4200000
GAZP;60;28/04/23;140000;182.3900000
GAZP;60;28/04/23;150000;180.8000000
GAZP;60;28/04/23;160000;181.8900000
GAZP;60;28/04/23;170000;181.7700000
GAZP;60;28/04/23;180000;182.0300000
GAZP;60;28/04/23;190000;181.6000000
GAZP;60;28/04/23;200000;181.3100000
GAZP;60;28/04/23;210000;180.9000000
GAZP;60;28/04/23;220000;181.1000000
GAZP;60;28/04/23;230000;181.1800000
GAZP;60;29/04/23;000000;181.1300000
GAZP;60;02/05/23;110000;180.8100000
GAZP;60;02/05/23;120000;179.6900000
GAZP;60;02/05/23;130000;179.4700000
GAZP;60;02/05/23;140000;179.9800000
GAZP;60;02/05/23;150000;179.8000000
GAZP;60;02/05/23;160000;178.9900000
GAZP;60;02/05/23;170000;178.7900000
GAZP;60;02/05/23;180000;176.3100000
GAZP;60;02/05/23;190000;178.5000000
GAZP;60;02/05/23;200000;178.6300000
GAZP;60;02/05/23;210000;178.0400000
GAZP;60;02/05/23;220000;178.1000000
GAZP;60;02/05/23;230000;178.1400000
GAZP;60;03/05/23;000000;177.9700000
GAZP;60;03/05/23;110000;175.9900000
GAZP;60;03/05/23;120000;175.7300000
GAZP;60;03/05/23;130000;176.2200000
GAZP;60;03/05/23;140000;176.7800000
GAZP;60;03/05/23;150000;175.6100000
GAZP;60;03/05/23;160000;174.8800000
GAZP;60;03/05/23;170000;173.9100000
GAZP;60;03/05/23;180000;173.9100000
GAZP;60;03/05/23;190000;172.6500000
GAZP;60;03/05/23;200000;173.5000000
GAZP;60;03/05/23;210000;173.6000000
GAZP;60;03/05/23;220000;172.8800000
GAZP;60;03/05/23;230000;172.4900000
GAZP;60;04/05/23;000000;172.8700000
GAZP;60;04/05/23;110000;173.0100000
GAZP;60;04/05/23;120000;172.7100000
GAZP;60;04/05/23;130000;173.2700000
GAZP;60;04/05/23;140000;173.1500000
GAZP;60;04/05/23;150000;173.0200000
GAZP;60;04/05/23;160000;172.8800000
GAZP;60;04/05/23;170000;173.1200000
GAZP;60;04/05/23;180000;172.6400000
GAZP;60;04/05/23;190000;172.5500000
GAZP;60;04/05/23;200000;172.8000000
GAZP;60;04/05/23;210000;173.1900000
GAZP;60;04/05/23;220000;173.3700000
GAZP;60;04/05/23;230000;173.5700000
GAZP;60;05/05/23;000000;173.6600000
GAZP;60;05/05/23;110000;175.2700000
GAZP;60;05/05/23;120000;174.4600000
GAZP;60;05/05/23;130000;173.9300000
GAZP;60;05/05/23;140000;174.0800000
GAZP;60;05/05/23;150000;174.5200000
GAZP;60;05/05/23;160000;173.5000000
GAZP;60;05/05/23;170000;173.0300000
GAZP;60;05/05/23;180000;173.6500000
GAZP;60;05/05/23;190000;173.4900000
GAZP;60;05/05/23;200000;173.0800000
GAZP;60;05/05/23;210000;172.8800000
GAZP;60;05/05/23;220000;172.2500000
GAZP;60;05/05/23;230000;172.1400000
GAZP;60;06/05/23;000000;172.0900000
GAZP;60;08/05/23;110000;171.0300000
GAZP;60;08/05/23;120000;171.3500000
GAZP;60;08/05/23;130000;171.0500000
GAZP;60;08/05/23;140000;171.0800000
GAZP;60;08/05/23;150000;170.8600000
GAZP;60;08/05/23;160000;171.0800000
GAZP;60;08/05/23;170000;171.1200000
GAZP;60;08/05/23;180000;170.9700000
GAZP;60;08/05/23;190000;171.5000000
GAZP;60;08/05/23;200000;171.2800000
GAZP;60;08/05/23;210000;171.1000000
GAZP;60;08/05/23;220000;170.8900000
GAZP;60;08/05/23;230000;171.0500000
GAZP;60;09/05/23;000000;170.8400000
GAZP;60;10/05/23;110000;173.7500000
GAZP;60;10/05/23;120000;173.4900000
GAZP;60;10/05/23;130000;173.1800000
GAZP;60;10/05/23;140000;173.5100000
GAZP;60;10/05/23;150000;175.7100000
GAZP;60;10/05/23;160000;176.1900000
GAZP;60;10/05/23;170000;175.0200000
GAZP;60;10/05/23;180000;175.0800000
GAZP;60;10/05/23;190000;175.3400000
GAZP;60;10/05/23;200000;175.8100000
GAZP;60;10/05/23;210000;175.9900000
GAZP;60;10/05/23;220000;175.7600000
GAZP;60;10/05/23;230000;175.8900000
GAZP;60;11/05/23;000000;175.5300000
GAZP;60;11/05/23;110000;177.3300000
GAZP;60;11/05/23;120000;176.8300000
GAZP;60;11/05/23;130000;177.1600000
GAZP;60;11/05/23;140000;175.5000000
GAZP;60;11/05/23;150000;174.8400000
GAZP;60;11/05/23;160000;176.0000000
GAZP;60;11/05/23;170000;175.5000000
GAZP;60;11/05/23;180000;175.9900000
GAZP;60;11/05/23;190000;176.2000000
GAZP;60;11/05/23;200000;176.1600000
GAZP;60;11/05/23;210000;174.3600000
GAZP;60;11/05/23;220000;173.4500000
GAZP;60;11/05/23;230000;173.7200000
GAZP;60;12/05/23;000000;174.1300000
GAZP;60;12/05/23;110000;173.2800000
GAZP;60;12/05/23;120000;173.2200000
GAZP;60;12/05/23;130000;173.2900000
GAZP;60;12/05/23;140000;173.2200000
GAZP;60;12/05/23;150000;173.0500000
GAZP;60;12/05/23;160000;173.1600000
GAZP;60;12/05/23;170000;174.1400000
GAZP;60;12/05/23;180000;174.0000000
GAZP;60;12/05/23;190000;173.3000000
GAZP;60;12/05/23;200000;173.1900000
GAZP;60;12/05/23;210000;173.1300000
GAZP;60;12/05/23;220000;173.4400000
GAZP;60;12/05/23;230000;174.0400000
GAZP;60;13/05/23;000000;173.9500000
GAZP;60;15/05/23;110000;174.7000000
GAZP;60;15/05/23;120000;174.3800000
GAZP;60;15/05/23;130000;174.5900000
GAZP;60;15/05/23;140000;174.5000000
GAZP;60;15/05/23;150000;173.9900000
GAZP;60;15/05/23;160000;174.2000000
GAZP;60;15/05/23;170000;173.9900000
GAZP;60;15/05/23;180000;173.9400000
GAZP;60;15/05/23;190000;173.9000000
GAZP;60;15/05/23;200000;178.9300000
GAZP;60;15/05/23;210000;178.9500000
GAZP;60;15/05/23;220000;178.7100000
GAZP;60;15/05/23;230000;179.1700000
GAZP;60;16/05/23;000000;179.0400000
GAZP;60;16/05/23;110000;178.4400000
GAZP;60;16/05/23;120000;178.5600000
GAZP;60;16/05/23;130000;178.0000000
GAZP;60;16/05/23;140000;177.9800000
GAZP;60;16/05/23;150000;177.7000000
GAZP;60;16/05/23;160000;178.1000000
GAZP;60;16/05/23;170000;177.4800000
GAZP;60;16/05/23;180000;177.5500000
GAZP;60;16/05/23;190000;177.0200000
GAZP;60;16/05/23;200000;177.4100000
GAZP;60;16/05/23;210000;177.7500000
GAZP;60;16/05/23;220000;177.9000000
GAZP;60;16/05/23;230000;177.7600000
GAZP;60;17/05/23;000000;177.0500000
GAZP;60;17/05/23;110000;176.0600000
GAZP;60;17/05/23;120000;176.2600000
GAZP;60;17/05/23;130000;176.4000000
GAZP;60;17/05/23;140000;176.0700000
GAZP;60;17/05/23;150000;175.9300000
GAZP;60;17/05/23;160000;175.9600000
GAZP;60;17/05/23;170000;175.0700000
GAZP;60;17/05/23;180000;175.5100000
GAZP;60;17/05/23;190000;175.8900000
GAZP;60;17/05/23;200000;176.1800000
GAZP;60;17/05/23;210000;176.3500000
GAZP;60;17/05/23;220000;176.2600000
GAZP;60;17/05/23;230000;176.1800000
GAZP;60;18/05/23;000000;176.3000000
GAZP;60;18/05/23;110000;176.6700000
GAZP;60;18/05/23;120000;176.8900000
GAZP;60;18/05/23;130000;177.1500000
GAZP;60;18/05/23;140000;176.8500000
GAZP;60;18/05/23;150000;176.6900000
GAZP;60;18/05/23;160000;175.7200000
GAZP;60;18/05/23;170000;175.8300000
GAZP;60;18/05/23;180000;175.0400000
GAZP;60;18/05/23;190000;175.0100000
GAZP;60;18/05/23;200000;175.2000000
GAZP;60;18/05/23;210000;175.4700000
GAZP;60;18/05/23;220000;175.3500000
GAZP;60;18/05/23;230000;175.2100000
GAZP;60;19/05/23;000000;175.2600000
GAZP;60;19/05/23;110000;174.1200000
GAZP;60;19/05/23;120000;174.5900000
GAZP;60;19/05/23;130000;174.6200000
GAZP;60;19/05/23;140000;173.9300000
GAZP;60;19/05/23;150000;174.2000000
GAZP;60;19/05/23;160000;174.0000000
GAZP;60;19/05/23;170000;173.8800000
GAZP;60;19/05/23;180000;173.1200000
GAZP;60;19/05/23;190000;173.9700000
GAZP;60;19/05/23;200000;173.8600000
GAZP;60;19/05/23;210000;173.9500000
GAZP;60;19/05/23;220000;174.0900000
GAZP;60;19/05/23;230000;174.6100000
GAZP;60;20/05/23;000000;174.4300000
GAZP;60;22/05/23;110000;174.4300000
GAZP;60;22/05/23;120000;174.2700000
GAZP;60;22/05/23;130000;173.8300000
GAZP;60;22/05/23;140000;173.6400000
GAZP;60;22/05/23;150000;172.7300000
GAZP;60;22/05/23;160000;171.6400000
GAZP;60;22/05/23;170000;172.3500000
GAZP;60;22/05/23;180000;172.0000000
GAZP;60;22/05/23;190000;172.4100000
GAZP;60;22/05/23;200000;172.5300000
GAZP;60;22/05/23;210000;172.3500000
GAZP;60;22/05/23;220000;172.4500000
GAZP;60;22/05/23;230000;172.1700000
GAZP;60;23/05/23;000000;172.4700000
GAZP;60;23/05/23;110000;173.2000000
GAZP;60;23/05/23;120000;171.2500000
GAZP;60;23/05/23;130000;171.7400000
GAZP;60;23/05/23;140000;171.8500000
GAZP;60;23/05/23;150000;171.4800000
GAZP;60;23/05/23;160000;166.0100000
GAZP;60;23/05/23;170000;166.0200000
GAZP;60;23/05/23;180000;167.0600000
GAZP;60;23/05/23;190000;167.6200000
GAZP;60;23/05/23;200000;167.5400000
GAZP;60;23/05/23;210000;167.5900000
GAZP;60;23/05/23;220000;167.4500000
GAZP;60;23/05/23;230000;167.1200000
GAZP;60;24/05/23;000000;166.5900000
GAZP;60;24/05/23;110000;164.4300000
GAZP;60;24/05/23;120000;162.6100000
GAZP;60;24/05/23;130000;162.8400000
GAZP;60;24/05/23;140000;163.0100000
GAZP;60;24/05/23;150000;163.2900000
GAZP;60;24/05/23;160000;163.8600000
GAZP;60;24/05/23;170000;163.6900000
GAZP;60;24/05/23;180000;162.9400000
GAZP;60;24/05/23;190000;163.8800000
GAZP;60;24/05/23;200000;163.1400000
GAZP;60;24/05/23;210000;163.2800000
GAZP;60;24/05/23;220000;163.0900000
GAZP;60;24/05/23;230000;162.6300000
GAZP;60;25/05/23;000000;162.9600000
GAZP;60;25/05/23;110000;162.0900000
GAZP;60;25/05/23;120000;161.6800000
GAZP;60;25/05/23;130000;161.6700000
GAZP;60;25/05/23;140000;161.5400000
GAZP;60;25/05/23;150000;161.3200000
GAZP;60;25/05/23;160000;161.6400000
GAZP;60;25/05/23;170000;161.1200000
GAZP;60;25/05/23;180000;161.1700000
GAZP;60;25/05/23;190000;160.8500000
GAZP;60;25/05/23;200000;161.3700000
GAZP;60;25/05/23;210000;162.1300000
GAZP;60;25/05/23;220000;162.0100000
GAZP;60;25/05/23;230000;161.9900000
GAZP;60;26/05/23;000000;162.3000000
GAZP;60;26/05/23;110000;163.3000000
GAZP;60;26/05/23;120000;164.7000000
GAZP;60;26/05/23;130000;164.2800000
GAZP;60;26/05/23;140000;164.9800000
GAZP;60;26/05/23;150000;164.7600000
GAZP;60;26/05/23;160000;164.3000000
GAZP;60;26/05/23;170000;163.8500000
GAZP;60;26/05/23;180000;164.7000000
GAZP;60;26/05/23;190000;164.2000000
GAZP;60;26/05/23;200000;164.5900000
GAZP;60;26/05/23;210000;164.9600000
GAZP;60;26/05/23;220000;164.6600000
GAZP;60;26/05/23;230000;164.6200000
GAZP;60;27/05/23;000000;164.4800000
GAZP;60;29/05/23;110000;165.2500000
GAZP;60;29/05/23;120000;164.5500000
GAZP;60;29/05/23;130000;164.8800000
GAZP;60;29/05/23;140000;163.6200000
GAZP;60;29/05/23;150000;162.5600000
GAZP;60;29/05/23;160000;162.5900000
GAZP;60;29/05/23;170000;162.6100000
GAZP;60;29/05/23;180000;163.3700000
GAZP;60;29/05/23;190000;164.0000000
GAZP;60;29/05/23;200000;163.5800000
GAZP;60;29/05/23;210000;163.5600000
GAZP;60;29/05/23;220000;163.5100000
GAZP;60;29/05/23;230000;163.4700000
GAZP;60;30/05/23;000000;163.6000000
GAZP;60;30/05/23;110000;164.6900000
GAZP;60;30/05/23;120000;163.4400000
GAZP;60;30/05/23;130000;163.8000000
GAZP;60;30/05/23;140000;163.6000000
GAZP;60;30/05/23;150000;163.3900000
GAZP;60;30/05/23;160000;163.1500000
GAZP;60;30/05/23;170000;162.4900000
GAZP;60;30/05/23;180000;162.3000000
GAZP;60;30/05/23;190000;161.7000000
GAZP;60;30/05/23;200000;162.3100000
GAZP;60;30/05/23;210000;162.2000000
GAZP;60;30/05/23;220000;162.3100000
GAZP;60;30/05/23;230000;162.1400000
GAZP;60;31/05/23;000000;161.9000000
GAZP;60;31/05/23;110000;161.4700000
GAZP;60;31/05/23;120000;163.2400000
GAZP;60;31/05/23;130000;162.8900000
GAZP;60;31/05/23;140000;162.5700000
GAZP;60;31/05/23;150000;162.2300000
GAZP;60;31/05/23;160000;162.3500000
GAZP;60;31/05/23;170000;162.8800000
GAZP;60;31/05/23;180000;162.5300000
GAZP;60;31/05/23;190000;163.0900000
