<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SBER;60;10/01/23;110000;141.7000000;6943530
SBER;60;10/01/23;120000;141.6700000;2095990
SBER;60;10/01/23;130000;141.7600000;1682280
SBER;60;10/01/23;140000;142.1900000;2451860
SBER;60;10/01/23;150000;142.1500000;1298380
SBER;60;10/01/23;160000;142.1400000;1458000
SBER;60;10/01/23;170000;142.3700000;1546640
SBER;60;10/01/23;180000;142.4300000;1377110
SBER;60;10/01/23;190000;142.3900000;743400
SBER;60;10/01/23;200000;142.2100000;320890
SBER;60;10/01/23;210000;142.5100000;1272470
SBER;60;10/01/23;220000;142.6300000;687650
SBER;60;10/01/23;230000;142.7900000;859520
SBER;60;11/01/23;000000;142.8100000;953470
SBER;60;11/01/23;110000;144.8500000;25448420
SBER;60;11/01/23;120000;147.1100000;40083470
SBER;60;11/01/23;130000;147.1300000;6535570
SBER;60;11/01/23;140000;147.9000000;6487410
SBER;60;11/01/23;150000;147.6200000;3733830
SBER;60;11/01/23;160000;147.5500000;3581910
SBER;60;11/01/23;170000;148.8700000;9564880
SBER;60;11/01/23;180000;149.0700000;10352360
SBER;60;11/01/23;190000;148.6600000;5800950
SBER;60;11/01/23;200000;148.7900000;1601470
SBER;60;11/01/23;210000;149.2400000;2917200
SBER;60;11/01/23;220000;149.3700000;1382810
SBER;60;11/01/23;230000;149.8900000;3491040
SBER;60;12/01/23;000000;149.9600000;2065640
SBER;60;12/01/23;110000;148.6600000;21122350
SBER;60;12/01/23;120000;149.0100000;4553310
SBER;60;12/01/23;130000;148.9300000;3072720
SBER;60;12/01/23;140000;149.0000000;2650970
SBER;60;12/01/23;150000;148.9700000;1324840
SBER;60;12/01/23;160000;148.8800000;2231080
SBER;60;12/01/23;170000;149.6800000;4040710
SBER;60;12/01/23;180000;149.1200000;3466460
SBER;60;12/01/23;190000;148.9700000;1274610
SBER;60;12/01/23;200000;149.1100000;662970
SBER;60;12/01/23;210000;149.2300000;611660
SBER;60;12/01/23;220000;149.1600000;503280
SBER;60;12/01/23;230000;149.1800000;382200
SBER;60;13/01/23;000000;149.3000000;660130
SBER;60;13/01/23;110000;148.5100000;11908800
SBER;60;13/01/23;120000;148.5500000;3605190
SBER;60;13/01/23;130000;148.8000000;2714990
SBER;60;13/01/23;140000;151.7600000;21012070
SBER;60;13/01/23;150000;151.7000000;26000660
SBER;60;13/01/23;160000;151.9000000;4811390
SBER;60;13/01/23;170000;151.4500000;5932320
SBER;60;13/01/23;180000;152.1900000;4659240
SBER;60;13/01/23;190000;151.7700000;2520590
SBER;60;13/01/23;200000;151.8200000;872110
SBER;60;13/01/23;210000;151.8400000;863320
SBER;60;13/01/23;220000;151.8200000;545520
SBER;60;13/01/23;230000;151.8800000;909730
SBER;60;14/01/23;000000;151.6900000;2104650
SBER;60;16/01/23;110000;153.4000000;15180030
SBER;60;16/01/23;120000;153.4500000;3668470
SBER;60;16/01/23;130000;152.5800000;7876380
SBER;60;16/01/23;140000;152.8700000;4792760
SBER;60;16/01/23;150000;152.6200000;1816700
SBER;60;16/01/23;160000;152.4300000;1907250
SBER;60;16/01/23;170000;152.9800000;3592940
SBER;60;16/01/23;180000;153.1400000;3074410
SBER;60;16/01/23;190000;153.3400000;2172560
SBER;60;16/01/23;200000;153.1800000;834380
SBER;60;16/01/23;210000;153.7200000;3521350
SBER;60;16/01/23;220000;153.5600000;1137720
SBER;60;16/01/23;230000;153.5700000;1002540
SBER;60;17/01/23;000000;153.7100000;950320
SBER;60;17/01/23;110000;151.6100000;26427710
SBER;60;17/01/23;120000;150.9100000;14374520
SBER;60;17/01/23;130000;151.9700000;5877020
SBER;60;17/01/23;140000;152.3200000;6323610
SBER;60;17/01/23;150000;151.8900000;3445440
SBER;60;17/01/23;160000;152.2500000;2285420
SBER;60;17/01/23;170000;151.3000000;4639430
SBER;60;17/01/23;180000;151.4300000;4541320
SBER;60;17/01/23;190000;151.0200000;2195230
SBER;60;17/01/23;200000;150.6500000;5063630
SBER;60;17/01/23;210000;150.8200000;2467050
SBER;60;17/01/23;220000;151.0500000;1314200
SBER;60;17/01/23;230000;150.4200000;2595760
SBER;60;18/01/23;000000;150.4500000;2676220
SBER;60;18/01/23;110000;151.2100000;16158090
SBER;60;18/01/23;120000;151.3000000;7574470
SBER;60;18/01/23;130000;151.6400000;4817240
SBER;60;18/01/23;140000;152.1000000;5238490
SBER;60;18/01/23;150000;151.8400000;4337750
SBER;60;18/01/23;160000;151.9100000;4141180
SBER;60;18/01/23;170000;152.2300000;3295010
SBER;60;18/01/23;180000;152.7500000;9207430
SBER;60;18/01/23;190000;152.0000000;4969710
SBER;60;18/01/23;200000;151.6800000;3370580
SBER;60;18/01/23;210000;151.6000000;864560
SBER;60;18/01/23;220000;151.3800000;1853140
SBER;60;18/01/23;230000;151.3900000;904390
SBER;60;19/01/23;000000;151.4700000;632540
SBER;60;19/01/23;110000;150.6500000;14425170
SBER;60;19/01/23;120000;150.2200000;8468190
SBER;60;19/01/23;130000;149.7400000;13336260
SBER;60;19/01/23;140000;150.1500000;6174540
SBER;60;19/01/23;150000;150.2000000;4440650
SBER;60;19/01/23;160000;149.5500000;3096160
SBER;60;19/01/23;170000;149.8300000;1943130
SBER;60;19/01/23;180000;149.8100000;1456080
SBER;60;19/01/23;190000;149.4000000;2432350
SBER;60;19/01/23;200000;149.4300000;1989360
SBER;60;19/01/23;210000;148.9400000;2075220
SBER;60;19/01/23;220000;149.0100000;2521530
SBER;60;19/01/23;230000;149.6500000;2292290
SBER;60;20/01/23;000000;149.3400000;1989980
SBER;60;20/01/23;110000;149.2200000;11237290
SBER;60;20/01/23;120000;149.5300000;2596480
SBER;60;20/01/23;130000;149.0000000;3376200
SBER;60;20/01/23;140000;149.4900000;3045000
SBER;60;20/01/23;150000;149.9900000;4791200
SBER;60;20/01/23;160000;150.0800000;2863920
SBER;60;20/01/23;170000;150.2500000;3116610
SBER;60;20/01/23;180000;150.7100000;3530470
SBER;60;20/01/23;190000;150.3300000;2975880
SBER;60;20/01/23;200000;150.1600000;783390
SBER;60;20/01/23;210000;150.4600000;689410
SBER;60;20/01/23;220000;150.6700000;964110
SBER;60;20/01/23;230000;150.7800000;963640
SBER;60;21/01/23;000000;151.3800000;3231970
SBER;60;23/01/23;110000;153.3500000;17343230
SBER;60;23/01/23;120000;153.0700000;7477760
SBER;60;23/01/23;130000;153.1000000;3108280
SBER;60;23/01/23;140000;153.3400000;6425370
SBER;60;23/01/23;150000;153.5300000;2883170
SBER;60;23/01/23;160000;153.7700000;4838800
SBER;60;23/01/23;170000;153.7700000;3248070
SBER;60;23/01/23;180000;153.6400000;2314010
SBER;60;23/01/23;190000;153.5400000;1345310
SBER;60;23/01/23;200000;153.4400000;2790220
SBER;60;23/01/23;210000;153.6000000;1091810
SBER;60;23/01/23;220000;153.5100000;458960
SBER;60;23/01/23;230000;153.4500000;738290
SBER;60;24/01/23;000000;153.5000000;1036860
SBER;60;24/01/23;110000;155.1100000;19031870
SBER;60;24/01/23;120000;154.7900000;6719130
SBER;60;24/01/23;130000;153.9100000;12464410
SBER;60;24/01/23;140000;153.1700000;10832310
SBER;60;24/01/23;150000;153.4000000;6709230
SBER;60;24/01/23;160000;154.3500000;5590690
SBER;60;24/01/23;170000;153.6900000;4094110
SBER;60;24/01/23;180000;153.0100000;2758130
SBER;60;24/01/23;190000;153.1200000;2846030
SBER;60;24/01/23;200000;153.1300000;1972740
SBER;60;24/01/23;210000;153.0900000;1274480
SBER;60;24/01/23;220000;152.5200000;2218700
SBER;60;24/01/23;230000;152.6200000;1296530
SBER;60;25/01/23;000000;152.6600000;853670
SBER;60;25/01/23;110000;153.3000000;12327990
SBER;60;25/01/23;120000;152.9600000;3528070
SBER;60;25/01/23;130000;152.7500000;2206790
SBER;60;25/01/23;140000;151.8600000;9677550
SBER;60;25/01/23;150000;152.0400000;2850590
SBER;60;25/01/23;160000;152.6400000;3648910
SBER;60;25/01/23;170000;152.4000000;2190960
SBER;60;25/01/23;180000;152.4600000;1583040
SBER;60;25/01/23;190000;152.4800000;1043840
SBER;60;25/01/23;200000;152.3300000;519290
SBER;60;25/01/23;210000;152.2300000;671930
SBER;60;25/01/23;220000;152.4400000;666180
SBER;60;25/01/23;230000;152.6400000;1173670
SBER;60;26/01/23;000000;152.8100000;1228990
SBER;60;26/01/23;110000;153.8000000;13367840
SBER;60;26/01/23;120000;153.8500000;6398810
SBER;60;26/01/23;130000;153.1300000;4051170
SBER;60;26/01/23;140000;153.1100000;4007510
SBER;60;26/01/23;150000;153.0500000;1444190
SBER;60;26/01/23;160000;153.1400000;1179830
SBER;60;26/01/23;170000;152.9300000;1581100
SBER;60;26/01/23;180000;152.4600000;3313740
SBER;60;26/01/23;190000;151.8000000;5684260
SBER;60;26/01/23;200000;152.2200000;1730210
SBER;60;26/01/23;210000;152.4700000;856280
SBER;60;26/01/23;220000;152.4500000;571990
SBER;60;26/01/23;230000;152.5900000;454450
SBER;60;27/01/23;000000;152.4000000;733960
SBER;60;27/01/23;110000;152.2200000;6494810
SBER;60;27/01/23;120000;152.3000000;2611860
SBER;60;27/01/23;130000;152.3300000;1994550
SBER;60;27/01/23;140000;153.1500000;7670580
SBER;60;27/01/23;150000;153.0400000;2332070
SBER;60;27/01/23;160000;152.9400000;2812190
SBER;60;27/01/23;170000;152.7000000;1966310
SBER;60;27/01/23;180000;153.1400000;2065310
SBER;60;27/01/23;190000;153.1400000;1260980
SBER;60;27/01/23;200000;152.9700000;993240
SBER;60;27/01/23;210000;153.0500000;695310
SBER;60;27/01/23;220000;153.3700000;1293800
SBER;60;27/01/23;230000;153.1600000;769020
SBER;60;28/01/23;000000;153.2000000;1109050
SBER;60;30/01/23;110000;152.9300000;7900790
SBER;60;30/01/23;120000;152.8400000;2556500
SBER;60;30/01/23;130000;152.3800000;3463140
SBER;60;30/01/23;140000;152.8000000;2629010
SBER;60;30/01/23;150000;152.7900000;1731800
SBER;60;30/01/23;160000;152.7400000;1502590
SBER;60;30/01/23;170000;153.0200000;2555040
SBER;60;30/01/23;180000;153.3500000;3666660
SBER;60;30/01/23;190000;153.4000000;1940920
SBER;60;30/01/23;200000;153.1800000;762140
SBER;60;30/01/23;210000;153.2700000;1057790
SBER;60;30/01/23;220000;153.3700000;312980
SBER;60;30/01/23;230000;153.3500000;535650
SBER;60;31/01/23;000000;153.3800000;399200
SBER;60;31/01/23;110000;155.3300000;18934540
SBER;60;31/01/23;120000;154.8200000;9592300
SBER;60;31/01/23;130000;154.5800000;6031670
SBER;60;31/01/23;140000;154.7800000;2707930
SBER;60;31/01/23;150000;154.8600000;2194200
SBER;60;31/01/23;160000;155.6700000;3725750
SBER;60;31/01/23;170000;156.0200000;6008190
SBER;60;31/01/23;180000;156.2000000;5554310
SBER;60;31/01/23;190000;157.0000000;7937990
SBER;60;31/01/23;200000;157.6600000;8156690
SBER;60;31/01/23;210000;157.3300000;1896300
SBER;60;31/01/23;220000;157.8400000;1065160
SBER;60;31/01/23;230000;157.9000000;1738360
SBER;60;01/02/23;000000;158.0700000;2296930
SBER;60;01/02/23;110000;157.4600000;14018190
SBER;60;01/02/23;120000;158.9300000;12322730
SBER;60;01/02/23;130000;159.0800000;5033160
SBER;60;01/02/23;140000;159.0000000;3042660
SBER;60;01/02/23;150000;157.9200000;7611780
SBER;60;01/02/23;160000;157.7800000;3455230
SBER;60;01/02/23;170000;157.6300000;2168400
SBER;60;01/02/23;180000;157.2000000;8582570
SBER;60;01/02/23;190000;157.2200000;2576280
SBER;60;01/02/23;200000;157.3700000;1026320
SBER;60;01/02/23;210000;156.9600000;825850
SBER;60;01/02/23;220000;157.2900000;507410
SBER;60;01/02/23;230000;157.8500000;2060610
SBER;60;02/02/23;000000;158.2900000;2997870
SBER;60;02/02/23;110000;157.5100000;7033960
SBER;60;02/02/23;120000;158.0200000;3463090
SBER;60;02/02/23;130000;159.1200000;5513310
SBER;60;02/02/23;140000;159.0500000;5937970
SBER;60;02/02/23;150000;158.8700000;2228050
SBER;60;02/02/23;160000;159.9400000;7092580
SBER;60;02/02/23;170000;159.7000000;6769830
SBER;60;02/02/23;180000;160.0000000;3292640
SBER;60;02/02/23;190000;159.3600000;5444020
SBER;60;02/02/23;200000;159.3200000;2227560
SBER;60;02/02/23;210000;159.5500000;1456790
SBER;60;02/02/23;220000;159.6900000;712390
SBER;60;02/02/23;230000;159.5000000;1539340
SBER;60;03/02/23;000000;159.4500000;1110760
SBER;60;03/02/23;110000;158.9100000;9349040
SBER;60;03/02/23;120000;158.9400000;2417080
SBER;60;03/02/23;130000;158.2100000;6306890
SBER;60;03/02/23;140000;158.6000000;2927860
SBER;60;03/02/23;150000;159.2300000;3737160
SBER;60;03/02/23;160000;159.9000000;3974090
SBER;60;03/02/23;170000;160.5300000;14090030
SBER;60;03/02/23;180000;160.8000000;4574600
SBER;60;03/02/23;190000;160.9600000;2395290
SBER;60;03/02/23;200000;161.4800000;5841850
SBER;60;03/02/23;210000;161.0100000;2464860
SBER;60;03/02/23;220000;161.0400000;1731330
SBER;60;03/02/23;230000;161.2700000;1811860
SBER;60;04/02/23;000000;161.2600000;1973750
SBER;60;06/02/23;110000;163.1800000;15800500
SBER;60;06/02/23;120000;163.7900000;6822890
SBER;60;06/02/23;130000;163.8800000;13632460
SBER;60;06/02/23;140000;164.1400000;5091230
SBER;60;06/02/23;150000;164.0100000;3128320
SBER;60;06/02/23;160000;165.2900000;10735910
SBER;60;06/02/23;170000;165.8500000;13013900
SBER;60;06/02/23;180000;166.1600000;5046450
SBER;60;06/02/23;190000;166.2700000;6227720
SBER;60;06/02/23;200000;166.1600000;2304940
SBER;60;06/02/23;210000;166.5200000;1547140
SBER;60;06/02/23;220000;166.7700000;1792850
SBER;60;06/02/23;230000;166.9700000;2002010
SBER;60;07/02/23;000000;167.0900000;1738730
SBER;60;07/02/23;110000;165.0600000;40400840
SBER;60;07/02/23;120000;166.1100000;8901590
SBER;60;07/02/23;130000;165.3000000;4909730
SBER;60;07/02/23;140000;165.0500000;13102920
SBER;60;07/02/23;150000;165.1300000;3813020
SBER;60;07/02/23;160000;165.5000000;3669420
SBER;60;07/02/23;170000;165.5400000;3101570
SBER;60;07/02/23;180000;165.3000000;2898790
SBER;60;07/02/23;190000;165.0200000;2455180
SBER;60;07/02/23;200000;164.6900000;5581850
SBER;60;07/02/23;210000;164.6900000;1172120
SBER;60;07/02/23;220000;164.7100000;645300
SBER;60;07/02/23;230000;165.1600000;884620
SBER;60;08/02/23;000000;165.3900000;1024740
SBER;60;08/02/23;110000;165.4100000;9195310
SBER;60;08/02/23;120000;165.8200000;5558080
SBER;60;08/02/23;130000;165.8000000;2098170
SBER;60;08/02/23;140000;164.2000000;7333290
SBER;60;08/02/23;150000;164.2400000;17877790
SBER;60;08/02/23;160000;164.4800000;6578170
SBER;60;08/02/23;170000;164.0000000;2342480
SBER;60;08/02/23;180000;163.9700000;2181150
SBER;60;08/02/23;190000;164.2200000;1261010
SBER;60;08/02/23;200000;164.0100000;1420940
SBER;60;08/02/23;210000;164.1200000;1070500
SBER;60;08/02/23;220000;164.2200000;645900
SBER;60;08/02/23;230000;164.1500000;450350
SBER;60;09/02/23;000000;164.1500000;552730
SBER;60;09/02/23;110000;163.1300000;11888260
SBER;60;09/02/23;120000;162.1600000;17357560
SBER;60;09/02/23;130000;162.3100000;5946180
SBER;60;09/02/23;140000;162.2000000;4601750
SBER;60;09/02/23;150000;163.5800000;9050790
SBER;60;09/02/23;160000;163.6700000;4780060
SBER;60;09/02/23;170000;165.8000000;37036350
SBER;60;09/02/23;180000;165.2300000;6590710
SBER;60;09/02/23;190000;165.0300000;4727360
SBER;60;09/02/23;200000;165.3500000;1706640
SBER;60;09/02/23;210000;165.3100000;646770
SBER;60;09/02/23;220000;165.5400000;586280
SBER;60;09/02/23;230000;165.4200000;1144150
SBER;60;10/02/23;000000;165.3100000;937400
SBER;60;10/02/23;110000;165.5500000;9183630
SBER;60;10/02/23;120000;165.0800000;4429600
SBER;60;10/02/23;130000;165.3400000;2536430
SBER;60;10/02/23;140000;165.7300000;4725880
SBER;60;10/02/23;150000;165.9700000;5108770
SBER;60;10/02/23;160000;165.9900000;2438310
SBER;60;10/02/23;170000;165.6200000;2954890
SBER;60;10/02/23;180000;165.5600000;3662980
SBER;60;10/02/23;190000;165.5100000;1537580
SBER;60;10/02/23;200000;165.6200000;610750
SBER;60;10/02/23;210000;165.5500000;1111520
SBER;60;10/02/23;220000;165.5500000;438910
SBER;60;10/02/23;230000;165.5500000;837470
SBER;60;11/02/23;000000;165.5200000;1195820
SBER;60;13/02/23;110000;166.2800000;10122350
SBER;60;13/02/23;120000;165.8300000;3374970
SBER;60;13/02/23;130000;165.9100000;1866870
SBER;60;13/02/23;140000;165.6200000;2797710
SBER;60;13/02/23;150000;165.4100000;3676420
SBER;60;13/02/23;160000;165.0600000;1824240
SBER;60;13/02/23;170000;165.1800000;3268500
SBER;60;13/02/23;180000;165.3800000;2524520
SBER;60;13/02/23;190000;165.2500000;1028570
SBER;60;13/02/23;200000;165.3800000;1062020
SBER;60;13/02/23;210000;165.1900000;689860
SBER;60;13/02/23;220000;165.1100000;526010
SBER;60;13/02/23;230000;164.4300000;1645950
SBER;60;14/02/23;000000;164.3200000;1726660
SBER;60;14/02/23;110000;162.6100000;15715120
SBER;60;14/02/23;120000;163.0700000;7234260
SBER;60;14/02/23;130000;163.3200000;3116600
SBER;60;14/02/23;140000;163.6500000;3915120
SBER;60;14/02/23;150000;163.6200000;1829360
SBER;60;14/02/23;160000;161.9000000;8953900
SBER;60;14/02/23;170000;162.2500000;9729820
SBER;60;14/02/23;180000;162.2700000;2214850
SBER;60;14/02/23;190000;162.2000000;1241190
SBER;60;14/02/23;200000;161.9000000;925180
SBER;60;14/02/23;210000;162.0500000;1682410
SBER;60;14/02/23;220000;162.0800000;919960
SBER;60;14/02/23;230000;162.0100000;469960
SBER;60;15/02/23;000000;161.8600000;729040
SBER;60;15/02/23;110000;160.2000000;20461800
SBER;60;15/02/23;120000;159.8700000;9825380
SBER;60;15/02/23;130000;159.9600000;6979250
SBER;60;15/02/23;140000;160.1300000;3250380
SBER;60;15/02/23;150000;160.4100000;2147200
SBER;60;15/02/23;160000;160.0400000;3050220
SBER;60;15/02/23;170000;160.0500000;1745890
SBER;60;15/02/23;180000;157.8600000;12144710
SBER;60;15/02/23;190000;157.2100000;12973390
SBER;60;15/02/23;200000;157.2700000;3604950
SBER;60;15/02/23;210000;154.8200000;17484480
SBER;60;15/02/23;220000;155.8000000;9517590
SBER;60;15/02/23;230000;156.4000000;7571580
SBER;60;16/02/23;000000;156.2500000;2844040
SBER;60;16/02/23;110000;158.0800000;20207980
SBER;60;16/02/23;120000;158.9500000;10862470
SBER;60;16/02/23;130000;158.2600000;6280760
SBER;60;16/02/23;140000;158.8100000;3477590
SBER;60;16/02/23;150000;158.5800000;2731170
SBER;60;16/02/23;160000;157.4900000;3819430
SBER;60;16/02/23;170000;156.6200000;5224140
SBER;60;16/02/23;180000;157.7900000;6543620
SBER;60;16/02/23;190000;157.2500000;2295580
SBER;60;16/02/23;200000;157.8300000;1470280
SBER;60;16/02/23;210000;157.7500000;2592930
SBER;60;16/02/23;220000;157.8500000;901960
SBER;60;16/02/23;230000;158.0300000;879270
SBER;60;17/02/23;000000;158.2200000;1099280
SBER;60;17/02/23;110000;158.2700000;10757400
SBER;60;17/02/23;120000;159.1500000;7417170
SBER;60;17/02/23;130000;159.7600000;10582190
SBER;60;17/02/23;140000;159.5100000;5033870
SBER;60;17/02/23;150000;159.1800000;2773650
SBER;60;17/02/23;160000;159.4600000;2390840
SBER;60;17/02/23;170000;159.1200000;3027130
SBER;60;17/02/23;180000;159.4000000;1699690
SBER;60;17/02/23;190000;158.9500000;2232940
SBER;60;17/02/23;200000;159.3200000;1358730
SBER;60;17/02/23;210000;159.4100000;911560
SBER;60;17/02/23;220000;159.4200000;782680
SBER;60;17/02/23;230000;159.7700000;1503070
SBER;60;18/02/23;000000;159.7300000;1306490
SBER;60;20/02/23;110000;158.1000000;11172830
SBER;60;20/02/23;120000;157.1500000;6763810
SBER;60;20/02/23;130000;157.2000000;3637880
SBER;60;20/02/23;140000;157.4200000;3892060
SBER;60;20/02/23;150000;157.1400000;2289760
SBER;60;20/02/23;160000;157.9500000;6006160
SBER;60;20/02/23;170000;158.8500000;5383080
SBER;60;20/02/23;180000;159.8000000;6897560
SBER;60;20/02/23;190000;160.2000000;6559150
SBER;60;20/02/23;200000;159.9400000;5853010
SBER;60;20/02/23;210000;159.6600000;1931590
SBER;60;20/02/23;220000;159.9700000;843940
SBER;60;20/02/23;230000;160.0300000;1537400
SBER;60;21/02/23;000000;160.0900000;1042560
SBER;60;21/02/23;110000;161.3000000;13698470
SBER;60;21/02/23;120000;162.1300000;15387020
SBER;60;21/02/23;130000;165.4300000;41560890
SBER;60;21/02/23;140000;163.6400000;31294280
SBER;60;21/02/23;150000;164.3900000;5762990
SBER;60;21/02/23;160000;163.5500000;6470050
SBER;60;21/02/23;170000;164.0500000;3076740
SBER;60;21/02/23;180000;164.1500000;2321440
SBER;60;21/02/23;190000;164.0000000;2216130
SBER;60;21/02/23;200000;163.9800000;906790
SBER;60;21/02/23;210000;164.3900000;1750730
SBER;60;21/02/23;220000;164.2500000;844190
SBER;60;21/02/23;230000;164.1000000;1162440
SBER;60;22/02/23;000000;164.1500000;871840
SBER;60;22/02/23;110000;162.8800000;11703270
SBER;60;22/02/23;120000;163.1700000;5924610
SBER;60;22/02/23;130000;162.9900000;2837270
SBER;60;22/02/23;140000;163.1000000;2134360
SBER;60;22/02/23;150000;162.8100000;3879350
SBER;60;22/02/23;160000;164.0500000;4927590
SBER;60;22/02/23;170000;163.5700000;3470180
SBER;60;22/02/23;180000;163.8600000;2062940
SBER;60;22/02/23;190000;163.9500000;1792870
SBER;60;22/02/23;200000;163.9300000;995430
SBER;60;22/02/23;210000;163.6200000;372940
SBER;60;22/02/23;220000;163.6500000;671310
SBER;60;22/02/23;230000;163.2800000;1678400
SBER;60;23/02/23;000000;163.3700000;1245170
SBER;60;24/02/23;110000;164.4800000;10666620
SBER;60;24/02/23;120000;164.7200000;3096260
SBER;60;24/02/23;130000;164.9800000;2355870
SBER;60;24/02/23;140000;164.0300000;4117920
SBER;60;24/02/23;150000;163.6000000;5286580
SBER;60;24/02/23;160000;163.7700000;1686020
SBER;60;24/02/23;170000;163.9200000;2145280
SBER;60;24/02/23;180000;164.0800000;1912610
SBER;60;24/02/23;190000;164.0000000;2207610
SBER;60;24/02/23;200000;164.1500000;996330
SBER;60;24/02/23;210000;163.8500000;769650
SBER;60;24/02/23;220000;163.9900000;787730
SBER;60;24/02/23;230000;164.2100000;736590
SBER;60;25/02/23;000000;164.3000000;935460
SBER;60;27/02/23;110000;167.0200000;28613700
SBER;60;27/02/23;120000;166.8500000;14939820
SBER;60;27/02/23;130000;167.0500000;4272950
SBER;60;27/02/23;140000;167.0800000;4277730
SBER;60;27/02/23;150000;167.1100000;2870660
SBER;60;27/02/23;160000;168.3900000;11906230
SBER;60;27/02/23;170000;168.9500000;11581140
SBER;60;27/02/23;180000;169.7200000;10012010
SBER;60;27/02/23;190000;169.5500000;4774740
SBER;60;27/02/23;200000;169.3700000;1465650
SBER;60;27/02/23;210000;169.4000000;1050780
SBER;60;27/02/23;220000;169.6800000;1375290
SBER;60;27/02/23;230000;169.8100000;961980
SBER;60;28/02/23;000000;169.9500000;1902490
SBER;60;28/02/23;110000;169.4000000;35103090
SBER;60;28/02/23;120000;170.4200000;8894740
SBER;60;28/02/23;130000;169.8300000;3715240
SBER;60;28/02/23;140000;169.1800000;6975400
SBER;60;28/02/23;150000;169.4000000;9368290
SBER;60;28/02/23;160000;169.4300000;3311490
SBER;60;28/02/23;170000;169.5300000;5802060
SBER;60;28/02/23;180000;169.2500000;1701450
SBER;60;28/02/23;190000;169.9000000;2275300
SBER;60;28/02/23;200000;169.6200000;824110
SBER;60;28/02/23;210000;169.8200000;746890
SBER;60;28/02/23;220000;169.7000000;684930
SBER;60;28/02/23;230000;169.7200000;429800
SBER;60;01/03/23;000000;169.8200000;708070
SBER;60;01/03/23;110000;170.4100000;13132100
SBER;60;01/03/23;120000;170.9000000;11004370
SBER;60;01/03/23;130000;170.7600000;5472640
SBER;60;01/03/23;140000;170.8900000;2825990
SBER;60;01/03/23;150000;170.1500000;6626370
SBER;60;01/03/23;160000;169.9600000;3986800
SBER;60;01/03/23;170000;169.7400000;1827040
SBER;60;01/03/23;180000;169.8600000;2285740
SBER;60;01/03/23;190000;170.0700000;1134310
SBER;60;01/03/23;200000;170.0900000;564960
SBER;60;01/03/23;210000;170.4200000;1075720
SBER;60;01/03/23;220000;170.7600000;1590180
SBER;60;01/03/23;230000;170.5900000;1223120
SBER;60;02/03/23;000000;170.5300000;906340
SBER;60;02/03/23;110000;170.1700000;8865180
SBER;60;02/03/23;120000;169.9700000;2477370
SBER;60;02/03/23;130000;169.1000000;10896050
SBER;60;02/03/23;140000;168.2200000;32654770
SBER;60;02/03/23;150000;169.5500000;10813420
SBER;60;02/03/23;160000;168.7800000;5803950
SBER;60;02/03/23;170000;168.2700000;3674150
SBER;60;02/03/23;180000;168.5200000;2131320
SBER;60;02/03/23;190000;169.0400000;3637050
SBER;60;02/03/23;200000;169.0700000;1047930
SBER;60;02/03/23;210000;168.7700000;683400
SBER;60;02/03/23;220000;168.8400000;361910
SBER;60;02/03/23;230000;168.7300000;913810
SBER;60;03/03/23;000000;168.0500000;2053690
SBER;60;03/03/23;110000;168.3500000;8564790
SBER;60;03/03/23;120000;170.0000000;12151110
SBER;60;03/03/23;130000;169.8600000;3315100
SBER;60;03/03/23;140000;170.1800000;4012960
SBER;60;03/03/23;150000;169.5800000;3483790
SBER;60;03/03/23;160000;169.8100000;1821750
SBER;60;03/03/23;170000;170.2000000;2644200
SBER;60;03/03/23;180000;170.1400000;1977790
SBER;60;03/03/23;190000;170.3000000;1879150
SBER;60;03/03/23;200000;170.6500000;3332710
SBER;60;03/03/23;210000;170.5800000;1017340
SBER;60;03/03/23;220000;170.6800000;1086800
SBER;60;03/03/23;230000;170.8600000;1393380
SBER;60;04/03/23;000000;171.1600000;2744120
SBER;60;06/03/23;110000;171.9500000;17774640
SBER;60;06/03/23;120000;172.0000000;5748980
SBER;60;06/03/23;130000;171.8100000;4687350
SBER;60;06/03/23;140000;171.9100000;2450150
SBER;60;06/03/23;150000;171.9000000;4986180
SBER;60;06/03/23;160000;171.9900000;4958360
SBER;60;06/03/23;170000;171.7700000;13579910
SBER;60;06/03/23;180000;171.7600000;3435050
SBER;60;06/03/23;190000;172.2100000;2209420
SBER;60;06/03/23;200000;171.9500000;1209930
SBER;60;06/03/23;210000;171.9000000;1121660
SBER;60;06/03/23;220000;171.9800000;464400
SBER;60;06/03/23;230000;171.9500000;606060
SBER;60;07/03/23;000000;171.8400000;1005450
SBER;60;07/03/23;110000;171.4200000;8457410
SBER;60;07/03/23;120000;171.5700000;2480990
SBER;60;07/03/23;130000;172.1000000;3836320
SBER;60;07/03/23;140000;172.4300000;3739680
SBER;60;07/03/23;150000;172.4300000;5425150
SBER;60;07/03/23;160000;173.1700000;7091070
SBER;60;07/03/23;170000;173.2000000;5274930
SBER;60;07/03/23;180000;173.9800000;8037550
SBER;60;07/03/23;190000;173.7100000;3499840
SBER;60;07/03/23;200000;173.8300000;1690310
SBER;60;07/03/23;210000;173.7300000;1831420
SBER;60;07/03/23;220000;173.8500000;823610
SBER;60;07/03/23;230000;174.0200000;1394270
SBER;60;08/03/23;000000;174.0100000;1648640
SBER;60;09/03/23;110000;173.5400000;27122530
SBER;60;09/03/23;120000;173.3600000;18735310
