<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SBER;60;09/03/23;130000;172.6700000;11717820
SBER;60;09/03/23;140000;173.1500000;4349980
SBER;60;09/03/23;150000;173.2700000;1695720
SBER;60;09/03/23;160000;173.1200000;3621510
SBER;60;09/03/23;170000;173.2100000;2515130
SBER;60;09/03/23;180000;173.2200000;1955540
SBER;60;09/03/23;190000;173.4600000;1565020
SBER;60;09/03/23;200000;173.3300000;1386560
SBER;60;09/03/23;210000;173.3100000;1245260
SBER;60;09/03/23;220000;173.0500000;808830
SBER;60;09/03/23;230000;172.9300000;1304140
SBER;60;10/03/23;000000;172.5500000;1724740
SBER;60;10/03/23;110000;171.3200000;19952800
SBER;60;10/03/23;120000;171.9200000;4880790
SBER;60;10/03/23;130000;172.2100000;4033390
SBER;60;10/03/23;140000;171.9500000;2347290
SBER;60;10/03/23;150000;171.8600000;1734950
SBER;60;10/03/23;160000;172.0600000;2073460
SBER;60;10/03/23;170000;172.8500000;4501540
SBER;60;10/03/23;180000;172.5700000;3091270
SBER;60;10/03/23;190000;172.5600000;1711900
SBER;60;10/03/23;200000;172.5800000;1237610
SBER;60;10/03/23;210000;172.5100000;871300
SBER;60;10/03/23;220000;172.1600000;941900
SBER;60;10/03/23;230000;172.2700000;934100
SBER;60;11/03/23;000000;172.5300000;1466420
SBER;60;13/03/23;110000;173.5000000;10236740
SBER;60;13/03/23;120000;172.8500000;2988990
SBER;60;13/03/23;130000;172.8200000;5045090
SBER;60;13/03/23;140000;172.9300000;1707440
SBER;60;13/03/23;150000;171.6900000;6956760
SBER;60;13/03/23;160000;170.0700000;10706240
SBER;60;13/03/23;170000;170.3700000;12631530
SBER;60;13/03/23;180000;171.2000000;6040680
SBER;60;13/03/23;190000;172.2000000;7161730
SBER;60;13/03/23;200000;172.3000000;4684300
SBER;60;13/03/23;210000;172.0400000;1613700
SBER;60;13/03/23;220000;172.2800000;793150
SBER;60;13/03/23;230000;172.0500000;1055800
SBER;60;14/03/23;000000;172.1500000;1675930
SBER;60;14/03/23;110000;172.9100000;11453450
SBER;60;14/03/23;120000;173.4000000;10060650
SBER;60;14/03/23;130000;173.1300000;3407980
SBER;60;14/03/23;140000;173.3600000;2634170
SBER;60;14/03/23;150000;174.5300000;10201110
SBER;60;14/03/23;160000;175.0900000;10628550
SBER;60;14/03/23;170000;176.2200000;11359760
SBER;60;14/03/23;180000;176.6000000;9240870
SBER;60;14/03/23;190000;176.5000000;4243960
SBER;60;14/03/23;200000;176.0900000;3159860
SBER;60;14/03/23;210000;175.6200000;4118740
SBER;60;14/03/23;220000;175.0300000;5419560
SBER;60;14/03/23;230000;175.5700000;2015610
SBER;60;15/03/23;000000;175.7100000;1267770
SBER;60;15/03/23;110000;176.1100000;17803120
SBER;60;15/03/23;120000;176.7300000;4510590
SBER;60;15/03/23;130000;176.4700000;6081260
SBER;60;15/03/23;140000;175.1600000;10607350
SBER;60;15/03/23;150000;174.1500000;14546540
SBER;60;15/03/23;160000;174.7200000;9064830
SBER;60;15/03/23;170000;174.3000000;3171130
SBER;60;15/03/23;180000;174.7400000;3999900
SBER;60;15/03/23;190000;174.4600000;2091700
SBER;60;15/03/23;200000;174.2600000;1903980
SBER;60;15/03/23;210000;174.5500000;1034770
SBER;60;15/03/23;220000;175.1600000;2863240
SBER;60;15/03/23;230000;175.0600000;1285510
SBER;60;16/03/23;000000;175.3000000;874980
SBER;60;16/03/23;110000;175.7500000;8671540
SBER;60;16/03/23;120000;174.6100000;5221990
SBER;60;16/03/23;130000;174.5400000;3268880
SBER;60;16/03/23;140000;174.5800000;2939520
SBER;60;16/03/23;150000;174.1300000;2760090
SBER;60;16/03/23;160000;173.6700000;8657420
SBER;60;16/03/23;170000;173.9800000;5089370
SBER;60;16/03/23;180000;174.9100000;4944110
SBER;60;16/03/23;190000;175.2900000;4476840
SBER;60;16/03/23;200000;175.0000000;1115550
SBER;60;16/03/23;210000;175.0500000;855790
SBER;60;16/03/23;220000;174.9000000;568990
SBER;60;16/03/23;230000;175.1100000;861720
SBER;60;17/03/23;000000;175.4500000;1913570
SBER;60;17/03/23;110000;179.9100000;65914830
SBER;60;17/03/23;120000;182.0200000;33530520
SBER;60;17/03/23;130000;182.6900000;13238110
SBER;60;17/03/23;140000;181.0800000;29580680
SBER;60;17/03/23;150000;191.9500000;151123740
SBER;60;17/03/23;160000;191.1000000;33118120
SBER;60;17/03/23;170000;191.7100000;15300320
SBER;60;17/03/23;180000;190.7000000;12825590
SBER;60;17/03/23;190000;191.4000000;6543930
SBER;60;17/03/23;200000;191.2100000;2866540
SBER;60;17/03/23;210000;191.2800000;2588410
